Release_Date,Title
2021-06-21,"Batman The Long Halloween
2017-02-11,From Straight A's to XXX
2019-02-14,Fall in Love at First Kiss
2012-09-27,Taken 2
1972-03-14,The Godfather
1990-03-10,Dragon Ball Z The World's Strongest
2018-01-10,Maze Runner The Death Cure
1998-10-24,The Lion King II Simba's Pride
1999-06-18,Tarzan
1995-07-15,Dragon Ball Z Wrath of the Dragon
2019-05-22,Aladdin
2021-06-17,Whispering Corridors 6 The Humming
2018-11-14,Fantastic Beasts The Crimes of Grindelwald
2012-05-30,Prometheus
2019-08-22,Overcomer
2019-04-10,Hellboy
2019-01-03,How to Train Your Dragon The Hidden World
2012-09-20,Hotel Transylvania
2020-01-10,The Island of Giant Insects
2009-08-19,Inglourious Basterds
1977-05-25,Star Wars
2004-02-25,The Passion of the Christ
2021-09-15,Nightbooks
2001-08-21,Sexo
2021-12-03,Christmas Again?!
2013-06-19,Monsters University
2017-06-16,Transformers The Last Knight
2011-04-03,Rio
2014-09-05,The Guest
2009-08-03,GI Joe The Rise of Cobra
2015-05-13,Mad Max Fury Road
2010-08-26,The King of Fighters
2021-07-10,Framed by My Husband
1940-02-23,Pinocchio
2019-05-29,Godzilla King of the Monsters
1998-11-25,A Bug's Life
2008-06-04,Kung Fu Panda
2004-11-14,The SpongeBob SquarePants Movie
2011-05-25,The Hangover Part II
2015-03-12,Cinderella
2004-06-10,Garfield
2021-08-27,He's All That
2021-02-12,Tentacles
2018-07-16,Uncharted Live Action Fan Film
2014-05-15,X-Men Days of Future Past
2018-12-14,Dragon Ball Super Broly
2004-11-19,Howl's Moving Castle
2016-06-23,Ice Age Collision Course
1995-06-16,Batman Forever
2021-10-01,LEGO Star Wars Terrifying Tales
2010-05-16,Shrek Forever After
2011-11-02,The Intouchables
1994-09-23,The Shawshank Redemption
2019-01-31,Alita Battle Angel
2021-12-03,Shaun the Sheep The Flight Before Christmas
2009-12-08,The Princess and the Frog
2014-12-25,American Sniper
2019-12-03,The Gentlemen
1993-12-31,Looking Back at it All The Dragon Ball Z Year-End Show!
2020-12-04,Host
2021-02-05,Space Sweepers
2000-12-15,The Emperor's New Groove
2019-03-29,Demon Slayer Kimetsu no Yaiba Sibling's Bond
2021-09-16,Still Out of My League
2021-10-21,The French Dispatch
2007-08-25,Wrong Turn 2 Dead End
2018-07-04,Ant-Man and the Wasp
2014-09-24,The Equalizer
2021-07-28,Bartkowiak
2009-07-24,Orphan
2000-05-19,Dinosaur
2015-06-26,Knock Knock
2013-03-15,The Croods
2003-10-23,Brother Bear
2021-11-17,The Power of the Dog
2020-06-30,We Bare Bears The Movie
2017-05-12,Baywatch
2018-11-21,Creed II
2020-09-26,Bad Trip
2013-01-03,Texas Chainsaw 3D
2015-07-14,Ant-Man
2020-07-29,Greenland
2015-03-04,Chappie
2020-02-28,All the Bright Places
1997-06-20,Hercules
2001-07-04,Scary Movie 2
2018-03-21,Pacific Rim Uprising
2021-11-04,Spencer
2013-04-11,Scary Movie 5
2020-01-22,La Llorona
2017-03-23,Power Rangers
2021-10-20,Night Teeth
2010-07-21,Salt
2019-10-23,Terminator Dark Fate
2021-02-12,Willy's Wonderland
2014-06-05,How to Train Your Dragon 2
2021-08-11,CODA
2013-06-26,Despicable Me 2
2021-12-10,Anonymously Yours
2010-03-18,How to Train Your Dragon
1995-03-04,Dragon Ball Z Fusion Reborn
2020-06-26,100% Wolf
2003-03-27,Sex with Love
2019-06-21,Ride Your Wave
2012-10-25,Skyfall
2009-05-13,Angels & Demons
2014-08-13,Let's Be Cops
2011-08-17,Conan the Barbarian
2021-07-15,El mesero
2004-02-14,Saint Seiya Heaven Chapter Overture
2021-08-25,Candyman
2014-08-08,Stand by Me Doraemon
2018-07-06,Aquaman
2011-09-09,Warrior
2010-07-08,Despicable Me
2009-11-18,The Twilight Saga New Moon
2011-09-23,Machine Gun Preacher
2021-06-18,In for a Murder
2020-03-19,Altered Carbon Resleeved
1981-01-01,Porno
2002-06-21,Lilo & Stitch
2014-12-03,Exodus Gods and Kings
2010-07-15,The Experiment
2009-10-01,Universal Soldier Regeneration
2021-10-06,There's Someone Inside Your House
2016-08-10,Dragon Ball Z Special 9 - Future Trunks Special
1999-12-10,The Green Mile
2021-03-05,Dreamcatcher
2014-08-25,The Remaining
2012-04-04,American Reunion
2009-03-11,17 Again
2020-09-21,The Scientist
2018-11-08,The Grinch
2021-06-24,A Taste of Hunger
2013-05-23,The Hangover Part III
2011-11-02,Special Forces
2021-04-16,August Never Ends
2018-09-01,I Want to Eat Your Pancreas
2021-03-05,Sentinelle
2009-08-01,Naruto Shippuden the Movie The Will of Fire
1992-11-25,Aladdin
2021-10-05,Escape the Undertaker
2000-11-17,How the Grinch Stole Christmas
2019-12-18,Star Wars The Rise of Skywalker
2011-03-24,Sucker Punch
2009-11-06,Cell 211
2015-07-16,Pixels
2021-06-24,No Sudden Move
1942-08-14,Bambi
2008-12-09,Yes Man
2021-01-12,Butchers
1973-05-31,The Exorcist
2020-08-26,The New Mutants
2010-03-20,TEKKEN
2021-10-07,Mickey's Tale of Two Witches
2018-02-01,Euphoria
1941-10-31,Dumbo
2021-06-25,Werewolves Within
2012-03-28,Wrath of the Titans
2011-02-16,Unknown
2018-08-10,Megalodon
1974-10-01,The Texas Chain Saw Massacre
2019-07-19,Batman Hush
2020-08-28,Phineas and Ferb The Movie Candace Against the Universe
1951-07-28,Alice in Wonderland
2020-06-18,A Whisker Away
2021-12-26,Lulli
2019-05-24,The Secret Life of Pets 2
2021-04-30,The Virtuoso
2021-08-12,Assassins
1991-03-19,Dragon Ball Z Lord Slug
2018-06-27,Uncle Drew
2017-05-06,Fairy Tail Dragon Cry
2021-06-11,Dinosaur Hotel
1998-07-24,Saving Private Ryan
2015-03-18,Insurgent
2011-01-21,No Strings Attached
2018-07-04,The First Purge
2017-01-13,xXx Return of Xander Cage
2014-05-21,Blended
2015-12-15,Star Wars The Force Awakens
2021-04-23,Bloodthirsty
2016-08-03,Suicide Squad
2021-03-26,The Seventh Day
1996-12-20,Scream
2015-11-14,The Good Dinosaur
2014-06-21,Saint Seiya Legend of Sanctuary
2020-09-10,Alone
2021-06-30,America The Motion Picture
2017-03-08,Kong Skull Island
2009-10-07,Zombieland
2019-06-26,Annabelle Comes Home
2009-07-03,Jackie Chan Kung Fu Master
2004-10-27,Thinking XXX
2015-08-01,Attack on Titan
2022-01-21,My Father's Violin
2021-09-01,Millonario sin amor
2010-12-14,TRON Legacy
2014-05-14,Godzilla
2012-05-23,Men in Black 3
2015-07-31,Descendants
1959-02-17,Sleeping Beauty
2017-01-19,Split
2021-04-16,Vanquish
2020-08-07,The Tax Collector
2017-06-30,Dragon Ball Z The Real 4-D at Super Tenkaichi Budokai
2013-01-17,Hansel & Gretel Witch Hunters
2019-05-10,Kabaneri of the Iron Fortress The Battle of Unato
2021-02-06,New Gods Nezha Reborn
2015-11-18,The Hunger Games Mockingjay - Part 2
2021-05-05,Those Who Wish Me Dead
2021-11-25,A Boy Called Christmas
2021-09-03,Cinderella
1961-01-25,One Hundred and One Dalmatians
2008-09-21,Dragon Ball Yo! Son Goku and His Friends Return!!
2018-05-11,The Kissing Booth
2013-05-29,Now You See Me
2016-06-29,The Purge Election Year
2021-02-11,Long Story Short
2019-02-15,Is It Wrong to Try to Pick Up Girls in a Dungeon? Arrow of the Orion
2013-01-11,A Haunted House
2010-03-23,22 Bullets
1996-11-27,101 Dalmatians
1967-10-18,The Jungle Book
2017-09-06,It
2020-03-11,Trolls World Tour
2022-03-24,The Lost City
2021-08-27,Vacation Friends
2011-12-07,Mission Impossible - Ghost Protocol
2021-01-28,The Little Things
2017-07-16,Tokyo Ghoul
2014-10-22,John Wick
2015-09-21,Hotel Transylvania 2
2017-12-09,Jumanji Welcome to the Jungle
2014-09-18,A Walk Among the Tombstones
2012-01-19,Underworld Awakening
2012-03-29,Young and Wild
2015-01-14,Wild Card
2019-08-28,Tune in for Love
2011-09-27,The Sorcerer and the White Snake
2021-04-15,The Funeral Home
1953-02-05,Peter Pan
2017-12-13,Star Wars The Last Jedi
2014-10-01,The Book of Life
2018-12-15,Bumblebee
2018-02-24,Maquia When the Promised Flower Blooms
2019-11-21,Benny Loves You
2021-11-26,Licorice Pizza
2020-07-23,The Larva Island Movie
2020-04-21,Finding Grace
2016-07-24,Batman The Killing Joke
2019-10-24,Countdown
1996-01-12,Don't Be a Menace to South Central While Drinking Your Juice in the Hood
2021-03-11,Stay Out of the Attic
2017-05-09,Alien Covenant
2014-03-14,Divergent
2017-10-13,Geostorm
2013-08-14,The Flu
2020-02-27,Baba Yaga Terror of the Dark Forest
2016-01-28,Fifty Shades of Black
2008-05-07,The Boy in the Striped Pyjamas
2016-09-27,Miss Peregrine's Home for Peculiar Children
2019-08-16,The King's Avatar For the Glory
2021-08-17,Black Island
2016-01-23,Kung Fu Panda 3
2017-03-25,"Tad
2015-07-10,Monkey King Hero Is Back
2012-06-14,That's My Boy
2021-04-27,Justice Society World War II
2006-11-09,The Fox and the Hound 2
2008-06-22,WALL·E
2019-03-14,Five Feet Apart
2017-06-28,Baby Driver
2011-05-20,Blitz
2019-02-08,Saga of Tanya the Evil The Movie
2019-08-02,Descendants 3
2021-02-26,Cherry
2021-10-27,Hypnotic
2019-09-11,I See You
2021-12-17,The Tender Bar
2008-05-15,The Chronicles of Narnia Prince Caspian
2021-10-08,Parallel Mothers
2012-01-26,The Grey
2012-06-06,Madagascar 3 Europe's Most Wanted
2019-09-19,Rambo Last Blood
1999-04-16,The Mummy
2020-07-09,Scoob!
2008-06-12,The Incredible Hulk
2014-07-25,Lucy
2021-12-16,The Lost Daughter
2017-08-03,Annabelle Creation
2017-07-11,War for the Planet of the Apes
2017-12-09,Ferdinand
2017-08-16,The Hitman's Bodyguard
2012-10-23,Wrong Turn 5 Bloodlines
2010-06-15,Knight and Day
2018-03-14,Cheese in the Trap
2003-11-05,The Matrix Revolutions
2009-10-27,Stan Helsing
2019-01-11,White Snake
2014-07-23,Hercules
2021-11-02,Skipping Stones
2011-10-17,Wrong Turn 4 Bloody Beginnings
2013-05-31,The Purge
2016-07-14,Ghostbusters
2019-03-29,Trinity Seven 2 Heaven's Library & Crimson Lord
2011-04-11,Scream 4
2014-10-07,Viking Quest
2010-06-18,Jonah Hex
2021-10-09,Robin Robin
2020-03-13,Nobody Sleeps in the Woods Tonight
2011-09-15,Drive
2022-10-07,Spider-Man Across the Spider-Verse (Part One)
2017-10-04,Blade Runner 2049
2007-09-18,Superman Doomsday
2009-08-05,District 9
2019-08-02,The Angry Birds Movie 2
2020-05-12,A Nun's Curse
2013-06-27,White House Down
2009-05-06,Star Trek
2008-02-18,Taken
2020-07-31,Upside-Down Magic
2020-02-29,Onward
2018-09-05,The Predator
2016-03-17,Miracles from Heaven
2014-04-17,A Haunted House 2
2015-09-30,The Martian
2017-06-15,Despicable Me 3
2019-06-28,Chicuarotes
2016-10-21,I'm Not Ashamed
2012-12-25,Django Unchained
2021-06-24,The Ice Road
2011-01-07,Season of the Witch
2013-03-20,Olympus Has Fallen
2012-08-02,Total Recall
2004-09-28,Barbie as The Princess & the Pauper
2020-12-17,Breach
2011-06-08,Super 8
2021-04-09,Thunder Force
2018-03-30,God's Not Dead A Light in Darkness
2021-12-02,Single All the Way
2018-08-20,An Interview with God
2021-02-12,Fear of Rain
1988-11-08,Child's Play
2018-04-12,Rampage
2021-05-14,Barbie & Chelsea The Lost Birthday
2003-05-15,The Matrix Reloaded
2021-07-14,Fear Street 1666
2001-05-04,The Mummy Returns
2020-10-06,"Happy Halloween
2021-02-26,Safer at Home
1990-10-17,Dragon Ball Z Bardock - The Father of Goku
2008-10-30,Madagascar Escape 2 Africa
2006-11-16,Happy Feet
2021-07-29,Resort to Love
2014-12-17,Night at the Museum Secret of the Tomb
2021-12-17,Swan Song
2013-01-29,Odd Thomas
2009-07-10,"I Love You
2020-02-18,Fat Ass Zombies
2000-11-07,Joseph King of Dreams
2019-01-16,Glass
2007-03-20,Superbad
2005-02-08,Constantine
2002-02-23,Cinderella II Dreams Come True
1997-09-27,Lolita
2009-03-19,12 Rounds
2007-01-15,Ghost Rider
2011-02-14,Paul
2018-07-19,The Equalizer 2
1993-10-09,The Nightmare Before Christmas
2019-10-25,How to Train Your Dragon Homecoming
2021-04-08,Women
2010-12-01,The Warrior's Way
2021-01-01,Shadow in the Cloud
2013-04-18,Pain & Gain
2004-02-06,The Lion King 1½
2021-02-22,Scooby-Doo! The Sword and the Scoob
2012-08-08,The Expendables 2
2009-01-01,Uncharted
2003-05-30,Wrong Turn
2018-03-22,Héctor El Father Conocerás la verdad
2018-04-03,A Quiet Place
2021-10-08,Photocopier
2005-10-11,Tom and Jerry The Fast and the Furry
2020-08-25,Deep Blue Sea 3
1993-02-05,Bound by Honor
2013-11-15,The Hunger Games Catching Fire
2008-01-24,Rambo
2006-12-07,Apocalypto
2010-03-03,Alice in Wonderland
2022-01-06,Project Gemini
2021-02-11,Red Dot
2018-10-24,Bohemian Rhapsody
2019-11-13,Ford v Ferrari
2017-02-18,Sword Art Online The Movie – Ordinal Scale
2011-10-06,Desire
2014-03-19,Rio 2
1985-05-21,Rambo First Blood Part II
1992-11-19,Home Alone 2 Lost in New York
2011-05-25,Kung Fu Panda 2
2009-05-21,Bad Lieutenant Port of Call - New Orleans
1974-12-20,The Godfather Part II
2006-09-13,Perfume The Story of a Murderer
2021-07-23,Blood Red Sky
2019-10-02,Gemini Man
2009-02-17,Dead Like Me Life After Death
2017-11-07,Feels Like Euphoria
2004-06-25,The Notebook
2007-02-06,Cinderella III A Twist in Time
2015-02-19,Dragon Blade
2021-08-25,The Voyeurs
2015-02-04,Jupiter Ascending
2021-12-22,A Journal for Jordan
2008-08-15,Wild Child
2011-07-29,Cowboys & Aliens
2019-08-21,Ready or Not
2021-11-26,El refugio
2015-08-20,Hitman Agent 47
2012-09-03,Beverly Hills Chihuahua 3 Viva la Fiesta!
2014-10-02,Annabelle
2011-11-22,Sherlock Holmes A Game of Shadows
2001-08-10,American Pie 2
2018-03-15,Mary Magdalene
2010-06-09,The A-Team
2016-12-16,The Great Wall
2020-12-04,Godmothered
2020-09-08,"Curious George Go West
2021-07-14,Titane
2010-05-12,Robin Hood
2020-09-25,Secret Society of Second Born Royals
2021-01-22,Brothers by Blood
2016-08-18,Kubo and the Two Strings
2004-05-03,Troy
2012-03-12,The Hunger Games
2009-06-13,Hachi A Dog's Tale
2006-12-07,American Pie Presents The Naked Mile
2021-07-06,Annette
2014-06-05,22 Jump Street
2021-02-26,Crisis
2004-10-01,Saw
2012-08-17,Secret of the Wings
2016-07-06,The Day Naruto Became Hokage
1999-07-09,American Pie
1997-12-09,Scream 2
2016-06-22,Independence Day Resurgence
2015-09-17,Sicario
2014-07-17,The Purge Anarchy
2012-02-01,Chronicle
2010-09-13,Insidious
1956-10-05,The Ten Commandments
2010-11-11,Skyline
2013-06-27,The Heat
2020-10-02,Cats & Dogs 3 Paws Unite
1998-10-16,Bride of Chucky
2014-05-27,Edge of Tomorrow
2022-12-14,Avatar 2
2014-08-07,The Expendables 3
2014-08-28,Predestination
2016-06-02,Now You See Me 2
2010-10-15,Jackass 3D
2016-06-08,Don't Breathe
2019-11-08,The Platform
2011-03-08,Limitless
1994-07-06,Forrest Gump
2020-08-21,Chemical Hearts
2018-11-27,Mortal Engines
2019-06-05,Dark Phoenix
2002-10-01,Barbie as Rapunzel
2020-09-01,Barbie Princess Adventure
1993-02-24,Dragon Ball Z The History of Trunks
2016-11-24,Underworld Blood Wars
1999-12-17,Stuart Little
2010-10-28,Megamind
2018-05-15,Solo A Star Wars Story
2021-04-29,The Banishing
2018-09-14,Unbroken Path to Redemption
2019-11-27,Knives Out
2000-03-16,Malena
2011-02-03,Sanctum
2021-09-22,Confessions of an Invisible Girl
2020-07-23,The Rental
2021-07-14,A Classic Horror Story
2004-07-15,"I
1983-12-09,Scarface
2019-08-09,Shanghai Fortress
2021-01-29,The Mad Hatter
2006-06-29,The Devil Wears Prada
2021-08-04,Aftermath
2008-08-02,Naruto Shippuden the Movie Bonds
1995-02-24,The Walking Dead
2021-09-24,Dear Evan Hansen
2008-11-21,Bolt
2018-07-13,Mission Impossible - Fallout
2021-10-01,Under Wraps
2017-08-18,Fireworks
2013-05-07,Hummingbird
2016-05-14,HK Hentai Kamen 2 - Abnormal Crisis
2021-12-15,Rumble
2012-08-21,"Batman The Dark Knight Returns
2013-10-20,Pixie Hollow Bake Off
2019-10-09,Zombieland Double Tap
1976-11-21,Rocky
2017-04-12,Gifted
2019-01-03,Escape Room
2021-02-25,A un paso de mí
2011-07-27,Colombiana
2021-11-19,Boiling Point
1997-11-20,Anastasia
2021-08-04,Insensate
2020-10-28,The Craft Legacy
2011-02-16,"Big Mommas Like Father
2017-07-21,Descendants 2
2010-11-12,Death Race 2
2015-08-11,Straight Outta Compton
2021-09-10,Prey
2015-03-09,Frozen Fever
1985-07-03,Back to the Future
2021-07-08,The Kids Are Alright Destination Asturias
2016-09-14,The Magnificent Seven
2020-04-03,Money Heist The Phenomenon
2013-02-06,A Good Day to Die Hard
2021-05-27,The Marco Effect
2010-12-08,The Tourist
2021-09-22,Intrusion
1991-07-03,Terminator 2 Judgment Day
1999-08-06,The Iron Giant
2000-03-17,Final Destination
2016-07-11,Sausage Party
2021-01-29,Finding 'Ohana
2019-09-10,Corpus Christi
2021-07-09,Benedetta
2012-08-09,The Dinosaur Project
2014-05-13,Son of Batman
2009-02-05,Confessions of a Shopaholic
1997-12-20,Life Is Beautiful
2017-02-25,Infidelity in Suburbia
2020-01-30,La Casa
2020-10-16,Over the Moon
2012-11-21,Rise of the Guardians
2009-09-18,Jennifer's Body
2012-12-15,One Piece Film Z
2013-08-21,The Mortal Instruments City of Bones
2021-09-22,We Are Nothing
2021-06-24,Undercover Wedding Crashers
2006-09-01,Idiocracy
2016-07-16,Pokémon the Movie Volcanion and the Mechanical Marvel
1955-06-22,Lady and the Tramp
2018-03-23,"Paul
2013-12-25,Nymphomaniac Vol II
2011-12-07,Hotel Desire
2008-01-30,CJ7
2021-04-03,Rise of the Mummy
2023-03-17,Aquaman and The Lost Kingdom
2008-10-03,Beverly Hills Chihuahua
2003-10-24,Scary Movie 3
1970-12-24,The Aristocats
1967-01-01,Soy leyenda
2020-10-06,American Pie Presents Girls' Rules
2001-03-18,Spy Kids
2022-01-06,Cyrano
2006-04-11,Undisputed II Last Man Standing
2021-07-16,Belle
2016-06-29,The Legend of Tarzan
2014-03-25,Avengers Confidential Black Widow & Punisher
1994-09-14,Léon The Professional
2019-11-15,Away
2009-09-17,Cloudy with a Chance of Meatballs
2012-03-14,21 Jump Street
2002-11-06,101 Dalmatians II Patch's London Adventure
2015-10-23,Scouts Guide to the Zombie Apocalypse
2011-08-11,Barbie Princess Charm School
2010-08-11,City Under Siege
2014-03-05,300 Rise of an Empire
2009-09-19,Couples Retreat
2020-12-10,Songbird
1984-05-23,Indiana Jones and the Temple of Doom
2018-08-16,To All the Boys I've Loved Before
2007-10-28,Bee Movie
1971-06-29,Willy Wonka & the Chocolate Factory
2016-08-17,War Dogs
2021-01-22,Twist
2006-09-19,Barbie in The 12 Dancing Princesses
2021-12-21,Grumpy Christmas
2015-09-01,Attack on Titan II End of the World
2015-01-28,The SpongeBob Movie Sponge Out of Water
2016-05-25,Alice Through the Looking Glass
2015-10-26,Spectre
2012-01-19,Red Tails
2013-09-26,Cloudy with a Chance of Meatballs 2
2012-04-12,Lockout
2020-10-23,The Wolf of Snow Hollow
2004-04-02,Hellboy
2014-10-01,Gone Girl
2017-01-19,A Dog's Purpose
2000-05-01,Gladiator
1987-06-12,Predator
2019-08-21,Angel Has Fallen
2003-08-15,Freddy vs Jason
2009-08-19,9
2010-11-04,Due Date
2009-03-17,Porno Unplugged
1940-11-13,Fantasia
2013-02-27,Jack the Giant Slayer
2021-04-16,Zog and the Flying Doctors
2011-03-02,Rango
2014-04-16,Heaven Is for Real
2016-11-10,Arrival
2022-03-16,Ambulance
2017-06-06,The Mummy
2010-06-17,I Spit on Your Grave
2008-07-02,Mamma Mia!
2013-09-18,Prisoners
2009-08-26,The Final Destination
1963-12-25,The Sword in the Stone
2002-11-04,Carrie
2021-11-11,"tick
2021-01-12,Batman Soul of the Dragon
2014-07-30,Guardians of the Galaxy
2022-01-21,After Yang
2012-07-21,Wolf Children
2018-06-16,Mirai
2016-10-13,Trolls
2011-11-18,Happy Feet Two
2009-01-09,Bride Wars
2020-11-12,Xico's Journey
2004-08-21,Naruto Ninja Clash in the Land of Snow
2004-09-20,Shark Tale
2013-10-01,The Book of Daniel
2004-04-09,The Girl Next Door
2014-03-20,Captain America The Winter Soldier
2011-08-12,Final Destination 5
2013-01-04,Death Race Inferno
2019-06-29,Cencoroll Connect
2019-08-09,Brian Banks
2013-08-01,Snowpiercer
1980-05-23,The Shining
2021-09-21,Go! Go! Cory Carson Chrissy Takes the Wheel
2013-06-27,Europa Report
2016-12-14,Rogue One A Star Wars Story
2006-11-14,Casino Royale
2017-09-30,Batman & Jesus
2011-12-14,Alvin and the Chipmunks Chipwrecked
2000-03-31,The Road to El Dorado
2008-09-19,Igor
2012-03-15,Red Dawn
